#{"t_start": 1666814757.230863, "env_id": "smb-up-right-v0"}
r,l,t 
553.564191,28,104760.993757
34.204398,7,104764.839755
549.176838,28,104768.747832
546.107269,28,104772.123943
553.399452,28,104775.862973
35.134857,5,104777.190422
545.281346,28,104780.628319
543.184273,28,104786.227856
548.013671,28,104791.449811
547.675754,28,104796.948161
31.764103,7,104799.125753
544.245983,28,104802.719016
33.152914,7,104804.504358
550.752564,28,104808.45887
548.03989,28,104812.569304
548.82474,28,104815.543962
548.912684,28,104819.891727
33.57494,7,104821.452295
41.765138,7,104823.097894
545.721891,28,104827.090665
543.927872,28,104831.676056
31.338966,7,104833.365293
547.747363,28,104837.163569
549.702375,28,104840.562081
551.600559,28,104844.310364
547.240196,28,104848.392226
36.8638,7,104849.897974
546.082157,28,104853.314584
551.975994,28,104857.158273
549.740974,28,104861.06677
546.969952,28,104866.156461
38.415939,7,104868.520074
34.190743,7,104870.16594
27.909885,5,104872.060509
546.276313,28,104876.21177
552.16257,28,104880.473697
34.823174,7,104881.961715
544.621319,28,104886.31274
549.021102,28,104889.665647
545.231801,28,104894.412208
548.795549,28,104898.865638
41.221926,7,104901.004616
545.799295,28,104904.848774
550.526037,28,104908.881309
549.89014,28,104913.008251
36.097597,7,104914.488943
35.672025,7,104915.992316
545.339355,28,104920.015173
32.534697,7,104921.47398
548.994249,28,104925.375731
552.334054,28,104930.083437
545.896718,28,104933.558876
545.775039,28,104937.203034
546.075902,28,104941.6446
38.071868,7,104944.451796
548.064282,28,104948.285144
545.367784,28,104952.501873
546.306898,28,104955.530636
37.033915,7,104957.192255
543.01185,28,104960.624553
546.530308,28,104964.760766
30.760269,6,104966.381359
547.224327,28,104971.269068
548.740853,28,104974.983529
546.805171,28,104978.671286
547.503686,28,104982.55266
36.97478,7,104983.99176
544.012227,28,104987.857207
30.124221,7,104989.511571
543.182489,28,105018.721952
545.583271,28,105022.128577
550.028572,28,105025.633018
541.828703,28,105030.248788
544.636,28,105034.025974
37.871745,7,105036.513629
546.664714,28,105040.165084
547.283289,28,105043.226116
543.021727,28,105046.167672
547.42812,28,105049.359761
540.392001,28,105052.98882
552.272909,28,105056.097811
544.073181,28,105059.35292
545.094909,28,105062.837647
552.822082,28,105066.034717
555.00457,28,105069.397614
549.221331,28,105073.210664
547.21514,28,105078.205023
551.736965,28,105082.741772
545.787861,28,105086.352978
555.27669,28,105089.96753
548.187538,28,105094.568049
548.576381,28,105098.28252
544.546629,28,105102.929762
546.040016,28,105107.380238
545.074198,28,105113.625331
546.992753,28,105118.64325
543.593057,28,105124.19792
37.114678,7,105125.73736
540.519377,28,105129.475384
544.393677,28,105134.567855
544.017097,28,105140.412907
32.91561,7,105142.045367
555.385584,28,105146.071301
547.43904,28,105174.957199
35.660704,7,105177.594203
546.21822,28,105182.143565
543.887225,28,105185.87709
37.020612,7,105187.478707
553.855408,28,105191.659482
553.947069,28,105195.742582
550.393388,28,105200.115722
551.369005,28,105207.107326
547.956898,28,105212.3734
545.935786,28,105216.535647
548.766756,28,105220.713384
549.598959,28,105225.353981
550.221652,28,105232.431311
552.852381,28,105238.20453
33.365516,7,105240.526316
548.546331,28,105247.249834
543.696499,28,105252.536375
35.78173,7,105254.338793
546.996258,28,105257.974528
36.974711,7,105260.622556
549.283447,28,105264.801819
546.735884,28,105269.197132
35.399992,7,105271.524153
556.356467,28,105277.676537
544.931021,28,105281.426881
547.943249,28,105286.361095
547.432659,28,105297.589985
541.396475,28,105301.026433
543.48749,28,105304.655322
546.757925,28,105308.964955
548.434352,28,105312.958498
548.075416,28,105316.075486
545.368944,28,105319.602806
549.862414,28,105323.182326
547.856673,28,105327.231881
35.17575,7,105328.925343
548.150618,28,105332.058438
31.641399,5,105333.52057
550.043411,28,105336.924895
549.26561,28,105340.647196
558.510617,28,105344.132488
544.323863,28,105347.35426
554.004096,28,105351.481525
547.822448,28,105357.339461
549.794636,28,105364.447501
547.604173,28,105372.090843
548.682803,28,105375.941338
547.035638,28,105379.735467
547.454163,28,105382.905069
547.868412,28,105385.85838
38.827576,7,105387.264764
551.394206,28,105391.384868
544.816417,28,105395.453303
546.936647,28,105398.601725
36.381755,6,105399.935756
551.047341,28,105403.087243
10.373012,1,105404.54353
548.81552,28,105407.720351
550.860152,28,105411.735205
544.555247,28,105415.69096
33.01544,6,105417.485708
548.944174,28,105423.166919
548.116326,28,105427.699546
548.48983,28,105431.69225
546.522264,28,105434.739044
42.388697,7,105436.398516
542.634994,28,105440.201411
546.676841,28,105445.082222
547.659472,28,105449.034208
546.800506,28,105452.845457
35.795381,7,105455.413237
552.325692,28,105458.507632
549.905486,28,105462.057822
35.373286,7,105463.788278
546.971733,28,105468.906559
545.483755,28,105472.481306
547.841336,28,105478.732805
548.911259,28,105482.597188
548.497404,28,105486.163572
547.641251,28,105490.144958
545.984904,28,105493.729547
550.438624,28,105497.097627
542.709553,28,105500.19043
37.741694,7,105501.700181
36.445447,7,105503.887671
552.008754,28,105508.21313
37.570747,7,105509.684545
545.341512,28,105512.659069
544.654653,28,105516.033609
545.419046,28,105519.366367
549.2016,28,105523.126383
550.241254,28,105527.675544
38.05151,7,105529.303496
33.941804,5,105530.625565
548.689297,28,105534.11734
549.896598,28,105537.629792
549.407712,28,105543.280598
548.662287,28,105546.562494
34.918633,7,105548.664911
35.627671,7,105550.04353
548.219097,28,105553.565275
548.052382,28,105557.536572
547.69341,28,105561.478759
549.127946,28,105565.116896
550.396347,28,105568.914522
9.992837,1,105570.381662
36.946499,7,105572.083634
34.872728,7,105573.663501
549.407117,28,105578.196714
545.798713,28,105582.223498
547.45061,28,105586.622771
548.668924,28,105590.274568
35.25305,6,105592.663728
544.846416,28,105596.837469
40.530977,7,105598.482642
547.7876,28,105602.446198
546.154927,28,105605.77032
8.488289,1,105606.927425
544.766448,28,105611.051656
41.324462,7,105612.67332
35.948472,7,105614.139207
551.568615,28,105617.772684
36.272716,7,105619.33526
33.980833,7,105620.85858
39.670449,7,105623.429753
544.377137,28,105626.71675
546.875944,28,105629.863408
549.802308,28,105634.177795
549.912439,28,105637.402345
548.93361,28,105641.309887
550.866292,28,105645.713137
40.833359,6,105647.697164
549.750616,28,105650.990671
544.991771,28,105654.460077
553.254144,28,105657.817766
547.602394,28,105661.724272
44.450216,7,105663.528966
552.983612,28,105666.710839
543.55752,28,105671.186912
551.546587,28,105674.641128
550.900763,28,105678.811805
548.661795,28,105683.177236
548.924612,28,105686.395638
547.850455,28,105689.801955
36.812682,7,105691.217669
547.802689,28,105695.229482
547.537374,28,105698.855142
549.501332,28,105702.005609
550.84081,28,105707.328998
549.726027,28,105710.999302
546.498965,28,105714.893069
549.96187,28,105718.079928
543.275783,28,105721.772017
546.395061,28,105725.006489
547.492035,28,105729.153362
546.132881,28,105733.086476
18.319032,2,105734.546621
546.367998,28,105739.124665
36.241904,7,105740.667564
548.163589,28,105743.915136
546.321374,28,105747.504184
552.765135,28,105750.95435
40.705241,7,105753.813963
36.499748,7,105755.29311
549.063065,28,105759.066069
541.534879,28,105762.537452
38.179095,5,105764.108052
551.63353,28,105768.590224
554.136617,28,105773.500923
550.860119,28,105776.905048
550.570289,28,105780.111423
546.434848,28,105783.539281
552.398956,28,105787.058191
37.633939,7,105788.638563
549.271578,28,105792.048098
546.567257,28,105794.787229
554.041748,28,105798.011902
552.992118,28,105801.878927
38.395931,7,105803.789015
548.434033,28,105807.010108
548.965019,28,105809.953376
38.03519,6,105811.654318
551.920629,28,105815.649388
551.957276,28,105819.505335
35.57994,7,105820.898628
547.187764,28,105824.174553
545.628252,28,105828.080015
550.634667,28,105831.367568
37.126968,7,105833.180857
546.136907,28,105836.828941
550.704028,28,105839.87409
546.857158,28,105843.989185
542.083277,28,105847.997289
545.09888,28,105851.643215
551.400463,28,105855.250985
33.12421,7,105856.767464
546.231105,28,105860.127784
548.291192,28,105863.27501
36.462901,7,105864.863788
545.653757,28,105869.07832
546.891946,28,105873.018077
547.591861,28,105876.64319
32.008883,5,105877.900892
34.16551,6,105879.20245
543.710036,28,105882.185795
547.173668,28,105886.325019
552.305865,28,105890.078824
543.912188,28,105893.479877
545.432913,28,105896.544635
33.724203,7,105897.859252
548.536816,28,105901.632504
540.915872,28,105905.699515
548.092359,28,105909.142022
548.661078,28,105912.142625
553.153177,28,105915.562106
545.163224,28,105918.648745
544.179888,28,105922.342975
549.822863,28,105925.885336
545.269008,28,105929.924127
38.167319,7,105931.362032
551.012417,28,105933.93856
542.252893,28,105937.568197
35.538349,7,105939.023159
544.459849,28,105942.131888
545.270949,28,105946.605103
558.537291,28,105950.546758
550.821964,28,105954.010895
32.883177,5,105955.660129
544.733323,28,105959.184953
550.085383,28,105962.039752
548.751572,28,105965.424702
551.063797,28,105969.125411
549.268882,28,105973.525877
548.840935,28,105976.68783
36.819405,7,105978.119216
548.010124,28,105981.70974
548.608517,28,105984.840283
548.561494,28,105988.18079
550.108758,28,105991.659444
9.086851,1,105992.779616
552.242787,28,105996.043056
549.351185,28,105999.074525
552.021396,28,106002.345221
548.646517,28,106006.128859
542.375341,28,106009.729948
549.365589,28,106012.923007
545.316785,28,106016.324646
552.742524,28,106019.418816
41.186313,7,106021.170369
549.999507,28,106025.409184
551.304157,28,106028.72407
549.722797,28,106031.994256
36.818456,7,106033.351679
547.964651,28,106036.994014
546.459213,28,106040.828866
543.134022,28,106043.324551
553.976496,28,106047.02965
546.68336,28,106049.890457
550.721624,28,106053.591035
548.468247,28,106057.040349
546.403704,28,106059.883088
544.729571,28,106063.617694
548.860684,28,106067.000247
33.174884,7,106069.432025
549.902864,28,106072.937728
29.601053,4,106074.336797
551.706365,28,106077.384824
549.707329,28,106080.927411
31.384738,7,106082.303125
41.244634,7,106083.826102
545.889317,28,106087.302473
38.384176,7,106088.62804
37.351653,7,106090.877866
42.139801,7,106092.390839
546.022852,28,106096.198903
546.8195,28,106099.347685
550.030953,28,106102.042373
9.830389,1,106103.387908
38.743719,7,106104.72242
32.961842,7,106106.279998
546.84266,28,106109.955858
33.312383,7,106112.498586
30.582031,7,106114.000547
541.870521,28,106117.159806
548.126718,28,106121.470046
543.738768,28,106125.839892
545.794034,28,106130.175721
33.757313,7,106131.624999
544.022343,28,106134.026174
35.160845,7,106135.560069
32.859934,7,106138.28654
543.454664,28,106141.907676
548.332973,28,106145.22484
550.655329,28,106148.618834
547.429591,28,106151.655878
35.494834,7,106153.816139
545.559338,28,106157.220233
552.581289,28,106160.579398
544.263852,28,106164.351156
546.585676,28,106168.37371
545.515339,28,106171.525919
546.401902,28,106174.016945
555.28888,28,106177.341868
545.302725,28,106180.349448
545.478222,28,106183.444623
35.007704,6,106184.851542
545.170565,28,106188.72212
555.462008,28,106191.945396
547.400531,28,106195.830549
547.306934,28,106199.082306
549.077822,28,106203.181822
544.22074,28,106206.434789
545.96531,28,106209.967833
32.33606,6,106211.250813
29.88328,7,106212.67066
548.753396,28,106215.837974
549.62014,28,106219.172818
545.857431,28,106222.881231
557.50706,28,106225.780511
550.260457,28,106229.121235
548.108924,28,106232.381216
35.115608,7,106233.805595
550.861209,28,106237.098813
547.978498,28,106240.324306
9.549474,1,106241.451869
549.863465,28,106245.466711
545.728534,28,106248.770817
539.80744,28,106252.084668
543.223489,28,106255.292065
545.399797,28,106258.758557
543.183279,28,106261.958135
550.315391,28,106265.983993
548.653488,28,106269.909599
553.68198,28,106272.537377
37.438732,7,106273.922199
10.631583,1,106275.078685
544.88781,28,106279.172123
552.386958,28,106281.990142
548.712979,28,106285.65794
545.16908,28,106289.807607
35.472567,7,106291.047204
543.370832,28,106294.165995
548.269988,28,106297.23813
549.44073,28,106300.715053
547.604775,28,106304.022902
553.17166,28,106308.440332
550.226138,28,106312.232463
543.819164,28,106315.482749
544.767648,28,106319.037127
547.292855,28,106323.537181
542.88162,28,106326.487111
546.12928,28,106329.531936
37.911086,7,106330.961194
551.534788,28,106334.652114
550.163487,28,106337.436762
543.971827,28,106341.054129
32.474541,7,106342.615659
545.340094,28,106346.544204
545.365977,28,106350.026388
544.098864,28,106354.481732
34.598946,7,106355.896942
549.187263,28,106359.168905
38.50872,7,106360.885945
550.648014,28,106363.824372
539.249656,28,106367.744832
549.4063,28,106370.943023
548.339203,28,106374.07209
547.534006,28,106378.317544
33.091107,7,106380.053446
547.384378,28,106383.857707
544.965229,28,106387.25388
547.308947,28,106390.579025
556.090546,28,106394.622699
545.86726,28,106397.699057
548.896103,28,106401.170398
549.33495,28,106404.461895
8.762519,1,106405.743803
547.948387,28,106408.845606
33.303272,7,106410.515209
541.655709,28,106414.085861
36.215094,6,106415.399394
539.93116,28,106419.140145
552.4381,28,106422.958946
542.405713,28,106426.887635
37.842829,7,106428.398698
549.178576,28,106432.246777
550.945015,28,106435.869052
550.284927,28,106438.854529
552.827924,28,106442.51896
545.847458,28,106447.385299
549.074152,28,106451.775562
540.728859,28,106455.916861
548.23643,28,106458.84622
545.040531,28,106462.196056
7.771012,1,106463.25379
33.786434,7,106465.047706
546.876634,28,106468.354548
542.705505,28,106471.9644
554.006149,28,106474.824386
547.418003,28,106479.248617
548.917907,28,106482.558285
545.796886,28,106486.613175
34.292561,7,106488.256137
551.234302,28,106492.59718
550.515692,28,106495.506207
542.020363,28,106499.105272
30.101207,4,106500.500787
546.025069,28,106504.162111
9.029009,1,106505.890458
552.454434,28,106509.090819
542.394628,28,106512.736827
550.277963,28,106515.418362
553.584959,28,106519.1588
549.58438,28,106521.937778
29.803566,4,106524.389758
546.089018,28,106527.844129
542.964164,28,106531.104348
555.812328,28,106534.055782
35.960975,7,106535.733513
39.113355,7,106537.118028
547.968698,28,106540.118871
544.128767,28,106543.6508
37.467502,7,106572.213621
552.750613,28,106575.504383
548.774445,28,106579.267141
546.90817,28,106582.398731
547.181287,28,106586.566852
548.732236,28,106590.617627
545.117026,28,106594.38024
543.398079,28,106602.479901
8.44413,1,106604.072643
547.40422,28,106610.56791
547.372872,28,106615.292983
554.610046,28,106619.598182
38.659176,7,106621.24436
547.533492,28,106627.184827
550.458351,28,106631.393259
34.089242,7,106634.609847
34.114548,7,106636.583897
547.696159,28,106640.997261
46.044561,7,106643.654747
549.646775,28,106648.300942
551.757969,28,106652.374416
550.366727,28,106656.391889
544.254322,28,106660.584435
548.465978,28,106664.443784
548.572551,28,106668.737733
547.111256,28,106672.441415
543.005593,28,106676.643357
549.534186,28,106681.576014
35.577421,7,106683.553722
32.157831,7,106685.41836
38.490886,7,106687.188653
554.413987,28,106691.16229
546.426396,28,106694.968444
548.246453,28,106698.502618
545.607203,28,106702.564934
556.503796,28,106706.127272
543.458813,28,106710.16824
37.798644,7,106711.711171
546.949548,28,106714.962549
545.891539,28,106718.109559
549.336964,28,106724.198169
549.122372,28,106730.071002
548.555854,28,106733.006317
547.286981,28,106736.72307
543.418143,28,106740.035234
547.885896,28,106744.106814
548.132161,28,106747.163269
549.031976,28,106751.40511
554.689914,28,106754.736949
542.427862,28,106758.426323
543.665315,28,106762.411815
37.403947,7,106764.172369
545.181342,28,106768.050968
45.321415,7,106769.567329
36.856128,7,106771.387414
544.616618,28,106775.061787
32.287933,7,106776.579213
546.224389,28,106781.085912
551.856651,28,106784.24721
43.494297,7,106786.392669
548.419106,28,106790.464767
545.757754,28,106793.808619
545.306148,28,106797.294085
548.221517,28,106800.974797
546.304854,28,106804.543155
549.050415,28,106807.983491
548.599294,28,106811.155472
544.51702,28,106814.411823
546.675095,28,106819.256472
550.207113,28,106823.038109
555.334509,28,106826.656078
33.917805,7,106828.175043
37.514149,6,106829.900918
546.998638,28,106833.225621
551.505343,28,106837.338624
546.467341,28,106841.071366
551.440021,28,106845.098797
542.957841,28,106849.758913
542.498077,28,106853.370519
545.58316,28,106858.654171
550.027502,28,106863.534026
553.011061,28,106867.743434
545.541226,28,106871.446639
551.475437,28,106875.55932
545.561822,28,106879.052032
42.171788,7,106880.725127
545.160734,28,106883.87056
551.42992,28,106886.987716
549.859154,28,106890.006947
550.386806,28,106893.260115
548.674198,28,106896.973782
551.977184,28,106900.209101
546.487903,28,106903.134206
548.979885,28,106909.401812
550.22593,28,106912.802584
30.325402,6,106914.287362
551.496745,28,106917.973914
551.689482,28,106922.50472
544.814177,28,106926.829724
37.752276,6,106928.152399
545.091686,28,106932.434446
548.431405,28,106936.893495
33.565872,7,106938.648535
37.361986,7,106940.374272
544.5488,28,106944.728254
549.302353,28,106950.707589
30.554837,7,106953.152092
544.76598,28,106957.275632
546.205322,28,106961.027355
549.944072,28,106965.429287
544.009191,28,106969.907902
32.583835,4,106971.487151
550.488288,28,106975.039757
548.475742,28,106978.728039
549.02946,28,106982.921729
548.406323,28,106986.344158
547.757847,28,106990.092407
547.530577,28,106993.785021
548.433651,28,106997.653933
35.60176,6,106999.055312
550.422645,28,107002.004605
549.769814,28,107006.065051
546.01441,28,107009.211155
545.374955,28,107012.001907
549.649191,28,107016.301162
43.695632,6,107017.675747
544.955415,28,107021.497312
545.0715,28,107025.773522
546.741584,28,107030.284388
547.725215,28,107033.650826
546.609408,28,107037.540496
44.082064,7,107039.437605
549.963151,28,107042.874506
548.05577,28,107047.136055
548.882291,28,107050.276317
41.554559,7,107051.865595
544.543518,28,107056.269958
546.277353,28,107060.382489
9.085864,1,107061.899165
546.212991,28,107065.515112
34.86148,7,107067.278683
553.350537,28,107071.002403
21.566578,3,107072.516821
543.267082,28,107076.78772
34.164013,7,107078.420844
37.075002,7,107080.78302
544.07119,28,107086.256272
545.983562,28,107090.452642
549.156099,28,107094.050631
555.278512,28,107098.300903
32.577269,7,107099.648826
549.094585,28,107103.42846
39.21681,7,107105.566738
547.987315,28,107108.922481
32.451599,7,107110.447956
548.650373,28,107113.794091
548.563099,28,107117.081395
541.143722,28,107120.941771
554.940017,28,107124.13745
549.719467,28,107127.566732
41.661009,7,107129.401695
549.944036,28,107133.095018
545.736007,28,107137.297411
543.496025,28,107140.208893
552.774645,28,107143.677344
548.186393,28,107147.868986
547.382397,28,107151.291613
550.273871,28,107155.47678
553.076892,28,107157.949177
549.887143,28,107161.286374
548.543386,28,107165.499504
549.735578,28,107169.018395
547.525251,28,107172.69133
541.993019,28,107176.538135
544.527381,28,107179.365119
547.546792,28,107182.785568
551.831716,28,107186.745376
545.684881,28,107190.196785
543.778039,28,107193.150985
548.899782,28,107196.364981
38.646894,7,107198.805945
545.25747,28,107202.434533
544.080764,28,107207.120512
545.72808,28,107211.944639
541.180433,28,107215.304929
545.625156,28,107218.680618
550.158807,28,107248.631446
549.015148,28,107252.298464
545.817855,28,107255.621808
552.352696,28,107258.487988
550.652782,28,107261.589786
37.651539,7,107263.527803
541.993346,28,107266.968864
544.318453,28,107270.970433
552.328766,28,107274.656252
550.850355,28,107277.679592
34.655246,5,107278.950644
543.739132,28,107283.029928
550.05948,28,107285.922189
553.457704,28,107289.333764
38.105774,7,107290.952784
553.87096,28,107293.801164
543.483256,28,107297.559911
37.95606,7,107298.978777
546.897598,28,107302.797316
547.522075,28,107306.068157
546.230847,28,107309.676484
546.596276,28,107313.240429
545.382382,28,107316.837301
31.863359,7,107318.203111
549.313529,28,107321.395766
549.154682,28,107324.440598
548.984562,28,107328.129057
545.964111,28,107331.734192
551.827978,28,107334.9019
548.154388,28,107338.951655
545.804335,28,107342.208455
544.731857,28,107345.995589
547.114231,28,107349.208887
41.37234,7,107351.110703
548.954778,28,107354.33834
546.777382,28,107357.489945
542.013926,28,107360.191519
545.249434,28,107363.67659
42.026008,7,107365.263268
549.137676,28,107368.962997
548.105275,28,107372.766201
550.675795,28,107376.330685
550.050017,28,107379.867378
547.583547,28,107383.746085
31.799109,7,107385.340851
544.298846,28,107389.061418
31.975473,5,107390.356756
25.32854,4,107391.887652
543.423167,28,107395.256129
38.688904,7,107396.794617
544.442153,28,107400.23632
40.054056,7,107401.527478
39.000147,7,107403.139482
544.306092,28,107406.407335
545.850499,28,107409.746345
546.529002,28,107412.757734
545.873805,28,107416.293429
544.566973,28,107419.581952
549.16745,28,107422.986343
21.907612,3,107424.156364
8.626184,1,107425.2546
544.797735,28,107454.640554
38.667257,7,107456.055329
546.313231,28,107459.890307
37.267052,7,107461.395459
545.235204,28,107464.975713
548.394034,28,107468.885806
551.003644,28,107472.33099
545.177927,28,107476.804885
550.778052,28,107479.718973
550.756651,28,107483.176188
551.754053,28,107486.528242
546.205842,28,107490.00523
548.955817,28,107493.316393
549.462352,28,107496.840374
545.212534,28,107500.039482
544.842535,28,107505.067304
35.283758,7,107506.693755
546.135447,28,107510.902189
549.647856,28,107514.395714
548.617742,28,107517.715927
547.128359,28,107521.461097
544.170666,28,107525.004414
546.451607,28,107528.631041
541.118401,28,107532.367692
34.443412,6,107533.812682
539.336404,28,107537.61008
539.767761,28,107540.964634
7.864436,1,107545.25044
547.027402,28,107550.464965
547.424199,28,107553.174482
551.276699,28,107557.509518
538.171239,28,107561.672976
544.143524,28,107565.795021
549.320876,28,107570.141039
553.75547,28,107573.607311
542.758586,28,107578.631425
36.813144,7,107580.49635
548.06338,28,107585.222513
548.579123,28,107589.220699
547.894709,28,107592.31596
552.024862,28,107595.412194
9.08285,1,107596.596626
548.140261,28,107599.730882
543.268157,28,107602.95341
547.823164,28,107606.064581
546.769043,28,107609.374104
552.008129,28,107612.863688
544.927567,28,107616.195383
543.883603,28,107620.22463
553.21973,28,107625.246752
548.2236,28,107628.680653
545.936798,28,107632.283062
550.290554,28,107635.632269
555.22822,28,107638.389227
27.627503,5,107639.620058
546.914602,28,107642.957827
39.838236,7,107644.296864
38.869589,7,107645.604466
554.064806,28,107648.6074
33.102352,7,107650.457862
545.779594,28,107654.18574
546.343914,28,107657.295249
548.514766,28,107660.465812
548.028082,28,107663.565115
548.947189,28,107667.347859
27.64806,5,107668.659956
32.344898,7,107670.351429
551.215455,28,107673.822539
553.657389,28,107677.057619
546.035458,28,107680.122278
544.418537,28,107683.953757
38.167276,7,107685.415845
40.841137,7,107687.506678
546.142683,28,107691.510478
31.584578,7,107693.273304
549.560116,28,107696.705416
37.641794,7,107698.083328
546.696981,28,107701.268279
546.730128,28,107704.775483
543.284691,28,107708.58715
34.174391,7,107709.869842
548.787976,28,107713.397542
545.905251,28,107717.056885
42.091597,7,107718.97999
554.191325,28,107725.387861
546.134719,28,107729.579543
557.769937,28,107732.914751
544.668725,28,107736.062557
29.716759,5,107737.357136
546.938234,28,107740.457482
30.657368,5,107741.867621
548.567912,28,107746.521719
548.687241,28,107750.843998
544.929672,28,107781.77183
549.946931,28,107787.387705
546.995477,28,107792.68431
546.964592,28,107797.573462
545.232338,28,107801.081966
545.360201,28,107804.95161
547.873998,28,107809.325008
549.720088,28,107814.272231
35.071954,7,107815.698714
546.782138,28,107819.497138
552.777978,28,107823.154911
547.859578,28,107826.736895
546.16446,28,107832.947879
542.555223,28,107839.390702
545.106589,28,107847.857833
29.719211,5,107849.33012
553.083295,28,107853.025322
33.033135,7,107854.792872
542.966316,28,107858.843847
546.014813,28,107862.153571
546.831304,28,107867.784405
8.479705,1,107869.389342
35.649955,7,107871.922563
546.421009,28,107878.631312
9.762649,1,107880.259043
550.282449,28,107884.922222
551.39079,28,107890.385415
543.485114,28,107894.874701
543.897623,28,107899.42581
549.886599,28,107903.632314
38.287815,7,107905.567137
551.891433,28,107910.583016
548.633444,28,107915.294979
38.285549,7,107916.687027
36.729385,7,107918.534268
545.397583,28,107925.187047
35.544705,7,107927.263463
551.175773,28,107930.750218
553.210363,28,107934.42086
560.00282,28,107939.50924
42.209451,7,107941.647594
8.950757,1,107943.242283
9.32628,1,107945.656749
29.422773,7,107947.245673
553.897736,28,107951.815801
546.557048,28,107955.740227
557.778272,28,107959.556206
546.433439,28,107963.849663
546.580978,28,107967.786556
544.608963,28,107971.396147
547.492312,28,107975.896075
539.484756,28,107979.441832
548.711017,28,107982.799509
549.880537,28,107987.523988
37.949516,7,107989.654886
549.838681,28,107992.455629
544.907254,28,107996.043422
543.950811,28,108001.140542
30.329129,5,108002.868515
37.745985,7,108004.592206
39.389827,7,108008.417397
549.656725,28,108013.733053
32.262023,5,108015.605242
550.235708,28,108023.997234
38.588401,7,108025.821626
546.644207,28,108030.103877
32.203035,6,108031.462402
550.541699,28,108035.421043
28.917405,5,108036.714661
549.200742,28,108039.655323
545.492547,28,108043.996536
546.973086,28,108047.485037
546.071539,28,108051.596844
38.320879,7,108053.371268
547.037031,28,108058.073435
36.136094,7,108059.569878
546.564097,28,108063.286486
37.079496,7,108064.788431
35.345066,7,108066.314128
542.138983,28,108070.474338
26.979133,5,108071.864006
40.113,7,108074.380445
37.560753,7,108077.030051
547.032833,28,108081.903054
550.621855,28,108085.911951
38.523396,7,108087.438345
546.057091,28,108091.507586
37.110159,7,108092.988513
548.428105,28,108097.793092
550.88949,28,108101.658957
555.314917,28,108106.440629
547.056463,28,108111.52431
549.196995,28,108115.476307
9.146321,1,108116.674112
37.07291,6,108118.17065
548.094494,28,108121.67855
36.058384,7,108125.609069
33.445062,6,108127.391111
9.513544,1,108128.883679
546.640728,28,108133.770456
37.074376,7,108136.792884
546.005738,28,108140.493945
543.573809,28,108145.071133
549.342119,28,108150.211601
36.390497,7,108151.758643
549.157803,28,108155.381735
548.765282,28,108159.738646
545.884879,28,108164.105395
549.347453,28,108171.410174
8.78175,1,108176.785365
542.594378,28,108180.567133
545.836461,28,108184.385101
544.858036,28,108187.871767
546.425632,28,108191.755335
549.5584,28,108195.727828
549.552355,28,108199.473462
36.101671,7,108200.737574
544.506489,28,108204.187518
550.431644,28,108207.571307
548.603109,28,108210.849281
544.549288,28,108214.252091
546.420358,28,108217.68404
33.85124,7,108219.361642
39.840978,7,108220.793555
545.192691,28,108224.760127
547.257802,28,108228.751063
551.26037,28,108232.854604
547.370319,28,108236.300669
545.099973,28,108239.270336
41.29604,7,108240.730663
37.12915,7,108242.034415
549.686267,28,108245.963323
546.480367,28,108249.406317
39.375132,7,108251.418306
544.10684,28,108255.326728
33.923516,7,108256.810802
546.754135,28,108260.141454
550.195106,28,108264.038344
545.974216,28,108267.575171
550.837179,28,108271.485233
8.716105,1,108272.722233
544.014282,28,108277.094626
546.894307,28,108281.041642
546.751767,28,108285.091366
544.370437,28,108288.569906
549.100007,28,108292.480572
32.195052,7,108294.06122
545.003794,28,108297.358001
549.177811,28,108301.500255
37.091409,7,108302.943148
549.201921,28,108307.797791
34.231293,7,108309.769618
544.234316,28,108314.772212
556.180599,28,108318.446875
545.554263,28,108322.864728
547.95023,28,108326.199764
35.743421,7,108327.921123
549.27733,28,108331.724858
545.395895,28,108336.539346
550.015254,28,108343.769127
551.125235,28,108356.460014
547.795759,28,108369.320792
31.249059,7,108372.811457
550.014487,28,108383.714616
543.23374,28,108391.292648
547.506598,28,108395.392948
550.055905,28,108398.959565
9.284563,1,108400.180089
37.498941,7,108402.105069
542.282576,28,108407.902715
9.441135,1,108409.344805
543.932257,28,108412.738513
545.988123,28,108415.740309
552.222245,28,108419.765854
551.635837,28,108424.097102
34.624875,7,108425.865321
39.166009,7,108427.732328
543.647538,28,108432.551306
549.52155,28,108437.589058
559.880492,28,108441.125321
552.662215,28,108445.194823
547.243256,28,108449.602516
544.865818,28,108453.655481
33.114687,7,108482.019258
550.342962,28,108486.068041
31.327335,5,108487.598699
32.034975,7,108489.926114
41.04578,7,108491.877396
34.697496,7,108494.390176
547.091297,28,108497.938713
551.821911,28,108502.703765
35.078236,7,108505.364799
549.904379,28,108509.030368
544.02676,28,108512.819802
548.81099,28,108517.580763
29.883901,7,108520.577171
38.563135,7,108522.198068
548.403276,28,108527.902538
548.08745,28,108531.66049
549.210621,28,108535.041044
549.199913,28,108538.95258
38.798589,7,108540.695428
552.71823,28,108544.494669
543.573995,28,108548.370316
34.96401,7,108550.024976
35.435348,7,108551.386791
547.261643,28,108555.413146
